URI,rdf-schema#label,rdf-schema#comment,assembly_label,assembly,automobilePlatform_label,automobilePlatform,bodyStyle_label,bodyStyle,class_label,class,designCompany_label,designCompany,designer_label,designer,engine_label,engine,fuelCapacity,height,layout_label,layout,length,manufacturer_label,manufacturer,modelEndYear,modelStartYear,parentCompany_label,parentCompany,predecessor_label,predecessor,productionEndDate,productionEndYear,productionStartDate,productionStartYear,relatedMeanOfTransportation_label,relatedMeanOfTransportation,sales_label,sales,successor_label,successor,thumbnail_label,thumbnail,transmission,variantOf_label,variantOf,vehicle_label,vehicle,weight,wheelbase,width,point,22-rdf-syntax-ns#type_label,22-rdf-syntax-ns#type,wgs84_pos#lat,wgs84_pos#long,depiction_label,depiction,name
http://dbpedia.org/resource/Toyota_Camry_(XV10),Toyota Camry (XV10),The Toyota Camry XV10 is a mid-size car that was produced by Toyota between 1991 and 1996 in Japan and North America and 1993 and 1997 in Australia. The XV10 series represented the third generation of the Toyota Camry in all markets outside of Japan which followed a different generational lineage. The XV10 Camry range is split into different model codes indicative of the engine.,{Altona Victoria|Australia|Georgetown Kentucky|Japan|Port Melbourne Victoria|Toyota Aichi},"{http://dbpedia.org/resource/Altona,_Victoria|http://dbpedia.org/resource/Australia|http://dbpedia.org/resource/Georgetown,_Kentucky|http://dbpedia.org/resource/Japan|http://dbpedia.org/resource/Port_Melbourne,_Victoria|http://dbpedia.org/resource/Toyota,_Aichi}",NULL,NULL,{Coupé|Sedan (automobile)|Station wagon},{http://dbpedia.org/resource/Coup%C3%A9|http://dbpedia.org/resource/Sedan_(automobile)|http://dbpedia.org/resource/Station_wagon},NULL,NULL,NULL,NULL,NULL,NULL,{Toyota_Camry_(XV10)__1|Toyota_Camry_(XV10)__2|Toyota_Camry_(XV10)__3|Toyota_Camry_(XV10)__XV10__1},{http://dbpedia.org/resource/Toyota_Camry_(XV10)__1|http://dbpedia.org/resource/Toyota_Camry_(XV10)__2|http://dbpedia.org/resource/Toyota_Camry_(XV10)__3|http://dbpedia.org/resource/Toyota_Camry_(XV10)__XV10__1},NULL,1.394,Front-engine front-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_front-wheel-drive_layout",4.77,NULL,NULL,NULL,NULL,NULL,NULL,Toyota Camry,http://dbpedia.org/resource/Toyota_Camry,NULL,0003-01-01T00:00:00+02:00,NULL,0003-01-01T00:00:00+02:00,{Lexus ES|Toyota Avalon},{http://dbpedia.org/resource/Lexus_ES|http://dbpedia.org/resource/Toyota_Avalon},NULL,NULL,Toyota Camry (XV20),http://dbpedia.org/resource/Toyota_Camry_(XV20),200px-1994-1995_Toyota_Camry_Vienta_(VDV10)_CSX_sedan_(2011-04-02).jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/1994-1995_Toyota_Camry_Vienta_(VDV10)_CSX_sedan_(2011-04-02).jpg/200px-1994-1995_Toyota_Camry_Vienta_(VDV10)_CSX_sedan_(2011-04-02).jpg,{4-speed A140E automatic|4-speed A540E automatic|4-speed A541E automatic|5-speed E53 manual},NULL,NULL,NULL,NULL,NULL,2.619,1.77,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,1994-1995_Toyota_Camry_Vienta_(VDV10)_CSX_sedan_(2011-04-02).jpg,http://upload.wikimedia.org/wikipedia/commons/c/c1/1994-1995_Toyota_Camry_Vienta_(VDV10)_CSX_sedan_(2011-04-02).jpg,{Holden Apollo|Toyota Camry (XV10)|Toyota Scepter (Japan)|Toyota Vienta}
http://dbpedia.org/resource/M151_MUTT,M151 MUTT,The M151 Military Utility Tactical Truck (M151 MUTT) was the successor to the Korean War M38 and M38A1 jeep Light Utility Vehicles. Commonly referred to as a jeep or quarter-ton it was produced from 1959 through 1982 and served in the Vietnam War. The M151 had a monocoque design making it roomier than previous jeep designs and incorporated an independent suspension with coil springs. It has since been replaced by the larger AM General HMMWV in most utility roles in frontline use.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{M151_MUTT__1|M151_MUTT__2},{http://dbpedia.org/resource/M151_MUTT__1|http://dbpedia.org/resource/M151_MUTT__2},NULL,1.8034,NULL,NULL,3.3782,{AM General|Ford Motor Company|Kaiser Motors},{http://dbpedia.org/resource/AM_General|http://dbpedia.org/resource/Ford_Motor_Company|http://dbpedia.org/resource/Kaiser_Motors},NULL,NULL,NULL,NULL,Willys M38,http://dbpedia.org/resource/Willys_M38,NULL,1982-01-01T00:00:00+02:00,NULL,0100-01-01T00:00:00+02:00,M422 Mighty Mite,http://dbpedia.org/resource/M422_Mighty_Mite,NULL,NULL,Humvee,http://dbpedia.org/resource/Humvee,200px-JeepFrontM151.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/JeepFrontM151.jpg/200px-JeepFrontM151.jpg,{transfer case only to engage / disengage front wheel drive|4-speed + reverse},NULL,NULL,NULL,NULL,1.08864e+06,2.159,1.6256,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,JeepFrontM151.jpg,http://upload.wikimedia.org/wikipedia/commons/d/d8/JeepFrontM151.jpg,M151 Military Utility Tactical Truck
http://dbpedia.org/resource/Facel_Vega_Excellence,Facel Vega Excellence,The Excellence was a luxury saloon unveiled by Facel-Vega of Paris France at the Paris Auto Show in October 1956 to rave reviews by the motoring press. Production started in 1958 and lasted until the company ceased production in 1964. The car was based on an elongated chassis from the Facel Vega FV Coupé. It was the only four-door model the company ever made. Production ended after only 156 cars had been built.,NULL,NULL,NULL,NULL,NULL,NULL,Full-size car,http://dbpedia.org/resource/Full-size_car,NULL,NULL,NULL,NULL,Facel_Vega_Excellence__1,http://dbpedia.org/resource/Facel_Vega_Excellence__1,NULL,1.38,NULL,NULL,5.235,Facel,http://dbpedia.org/resource/Facel,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0156-01-01T00:00:00+02:00,NULL,0156-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,200px-Facel_Vegal_Excellence_front.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Facel_Vegal_Excellence_front.jpg/200px-Facel_Vegal_Excellence_front.jpg,{4 speed manual by Pont-à-Mousson|or Chrysler Torqueflite 3-speed automatic},NULL,NULL,NULL,NULL,1.92e+06,3.17,1.83,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,Facel_Vegal_Excellence_front.jpg,http://upload.wikimedia.org/wikipedia/commons/7/76/Facel_Vegal_Excellence_front.jpg,Facel-Vega Excellence
http://dbpedia.org/resource/GAZ-61,GAZ-61,GAZ-61 was a four wheel drive car from USSR manufacturer GAZ first introduced in 1938 by designer V. A. Gratchev to replace his too-complex model GAZ-M21. Production did not start until 1940. It was made by putting the GAZ M2 body on a four-wheel-drive chassis (one of the world's first all-wheel drive passenger cars). It could climb angles up to 38 degrees and cross water up to 72 cm deep. The first version produced from 1940 to 1941 was a 5-seated 4-door phaeton.,NULL,NULL,NULL,NULL,NULL,NULL,Full-size car,http://dbpedia.org/resource/Full-size_car,NULL,NULL,NULL,NULL,GAZ-61__1,http://dbpedia.org/resource/GAZ-61__1,NULL,1.905,Front-engine four-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_four-wheel-drive_layout",4.67,GAZ,http://dbpedia.org/resource/GAZ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1945-01-01T00:00:00+02:00,NULL,0238-01-01T00:00:00+02:00,GAZ-64,http://dbpedia.org/resource/GAZ-64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.65e+06,2.845,1.75,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,{'''GAZ-61 / GAZ-61|( ГАЗ-61B / ГАЗ-61Б )'''}
http://dbpedia.org/resource/Willys_MB,Willys MB,The Willys MB US Army Jeep (formally the Truck 1/4 ton 4x4) and the Ford GPW were manufactured from 1941 to 1945. These small four-wheel drive utility vehicles are considered the iconic World War II Jeep and inspired many similar light utility vehicles. Over the years the World War II Jeep later evolved into the CJ civilian Jeep.,Toledo Ohio,"http://dbpedia.org/resource/Toledo,_Ohio",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Willys_MB__1,http://dbpedia.org/resource/Willys_MB__1,NULL,1.8288,{Automobile layout|Four-wheel drive|Front-engine design},{http://dbpedia.org/resource/Automobile_layout|http://dbpedia.org/resource/Four-wheel_drive|http://dbpedia.org/resource/Front-engine_design},3.3274,Willys,http://dbpedia.org/resource/Willys,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1945-01-01T00:00:00+02:00,NULL,0640-01-01T00:00:00+02:00,{Ford GPA|Jeep Wrangler},{http://dbpedia.org/resource/Ford_GPA|http://dbpedia.org/resource/Jeep_Wrangler},NULL,NULL,Willys M38,http://dbpedia.org/resource/Willys_M38,200px-Covered_Willy's_jeep_Wings_Over_Wine_Country_2007.JPG,http://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Covered_Willy's_jeep_Wings_Over_Wine_Country_2007.JPG/200px-Covered_Willy's_jeep_Wings_Over_Wine_Country_2007.JPG,{2-speed Dana 18 transfer case|3-speed manual},NULL,NULL,NULL,NULL,1.0401e+06,2.032,1.5748,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,Covered_Willy's_jeep_Wings_Over_Wine_Country_2007.JPG,http://upload.wikimedia.org/wikipedia/commons/5/53/Covered_Willy's_jeep_Wings_Over_Wine_Country_2007.JPG,Willys MB/Ford GPW
http://dbpedia.org/resource/Alfa_Romeo_169,Alfa Romeo 169,The Alfa Romeo 169 (internal name Progetto 941) is the purported name of the executive car that is expected to be the replacement for the long running Alfa Romeo 166 which was discontinued in 2007. Originally planned to be launched in 2008 it has been continually pushed back due to different problems.,NULL,NULL,NULL,NULL,NULL,NULL,{Executive car|Full-size car},{http://dbpedia.org/resource/Executive_car|http://dbpedia.org/resource/Full-size_car},NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Front-engine rear-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_rear-wheel-drive_layout",NULL,Alfa Romeo,http://dbpedia.org/resource/Alfa_Romeo,NULL,NULL,NULL,NULL,Alfa Romeo 166,http://dbpedia.org/resource/Alfa_Romeo_166,NULL,2015-01-01T00:00:00+02:00,NULL,2015-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,Alfa Romeo 169
http://dbpedia.org/resource/BMW_Turbo,BMW Turbo,The E25 Turbo concept car was built by BMW as a celebration for the 1972 Summer Olympics in Munich. It was designed by Paul Bracq with gullwing doors and was based on a modified 2002 chassis with a mid-mounted engine. The Turbo featured a 200 hp turbocharged version of the engine from the BMW 2002 foam filled front and rear sections to absorb impact side impact beams a braking distance monitor utilizing radar and a futuristic cockpit.,NULL,NULL,NULL,NULL,Coupé,http://dbpedia.org/resource/Coup%C3%A9,Concept car,http://dbpedia.org/resource/Concept_car,Paul Bracq,http://dbpedia.org/resource/Paul_Bracq,Paul Bracq,http://dbpedia.org/resource/Paul_Bracq,BMW_Turbo__1,http://dbpedia.org/resource/BMW_Turbo__1,NULL,1.1,Rear mid-engine rear-wheel-drive layout,"http://dbpedia.org/resource/Rear_mid-engine,_rear-wheel-drive_layout",4.155,BMW,http://dbpedia.org/resource/BMW,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0002-01-01T00:00:00+02:00,NULL,0002-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,200px-BMW_Turbo_1972_red_vr_TCE.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/BMW_Turbo_1972_red_vr_TCE.jpg/200px-BMW_Turbo_1972_red_vr_TCE.jpg,4-speed manual,NULL,NULL,NULL,NULL,1.272e+06,2.4,1.88,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,BMW_Turbo_1972_red_vr_TCE.jpg,http://upload.wikimedia.org/wikipedia/commons/c/c6/BMW_Turbo_1972_red_vr_TCE.jpg,E25 Turbo
http://dbpedia.org/resource/Suzuki_Mighty_Boy,Suzuki Mighty Boy,The Mighty Boy was the only bonnet type pick up ever sold in the 550 cc era of the Kei class. It was classified as a commercial vehicle in Japan (and in Australia) so as to benefit from lower taxes for such vehicles but its utilitarian values were certainly restricted. While the Mighty Boy couldn't be termed a runaway success and was never replaced in the Suzuki lineup the car still has a dedicated following in Japan.,NULL,NULL,NULL,NULL,Coupé utility,http://dbpedia.org/resource/Coup%C3%A9_utility,NULL,NULL,NULL,NULL,NULL,NULL,{Suzuki_Mighty_Boy__1|Suzuki_Mighty_Boy__2},{http://dbpedia.org/resource/Suzuki_Mighty_Boy__1|http://dbpedia.org/resource/Suzuki_Mighty_Boy__2},NULL,1.29,Front-engine front-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_front-wheel-drive_layout",3.195,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0002-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,200px-Suzuki_Mighty_Boy_001.JPG,http://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Suzuki_Mighty_Boy_001.JPG/200px-Suzuki_Mighty_Boy_001.JPG,{2 speed automatic|4/5 speed manual},NULL,NULL,NULL,NULL,NULL,2.15,1.395,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,Suzuki_Mighty_Boy_001.JPG,http://upload.wikimedia.org/wikipedia/commons/e/ec/Suzuki_Mighty_Boy_001.JPG,Mighty Boy SS40T
http://dbpedia.org/resource/Honda_City_(AA),Honda City (AA),The first generation Honda City (Honda Jazz in Europe) was a subcompact hatchback aimed mainly at the Japanese domestic market. The somewhat ungainly designed City referred to by Honda as Tall Boy style was also marketed abroad and was available in a number of versions. First introduced in November 1981 it carried the model codes AA for sedans VF for vans and FA for the widetrack Turbo II and Cabriolets. It was sold at the Honda Japan dealership sales channel called Honda Clio.,NULL,NULL,NULL,NULL,NULL,NULL,Subcompact car,http://dbpedia.org/resource/Subcompact_car,NULL,NULL,NULL,NULL,{Honda_City_(AA)__1|Honda_City_(AA)__2|Honda_City_(AA)__3},{http://dbpedia.org/resource/Honda_City_(AA)__1|http://dbpedia.org/resource/Honda_City_(AA)__2|http://dbpedia.org/resource/Honda_City_(AA)__3},NULL,1.46,Front-engine front-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_front-wheel-drive_layout",3.38,Honda,http://dbpedia.org/resource/Honda,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0011-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,200px-Honda_Jazz_Luzern_1980.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Honda_Jazz_Luzern_1980.jpg/200px-Honda_Jazz_Luzern_1980.jpg,{2 speed + overdrive Hondamatic|4+3 speed Hypershift manual|4/5 speed manual},NULL,NULL,NULL,NULL,640000.0,2.22,1.57,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,Honda_Jazz_Luzern_1980.jpg,http://upload.wikimedia.org/wikipedia/commons/0/0b/Honda_Jazz_Luzern_1980.jpg,{City AA/VF/FA|Honda Jazz}
http://dbpedia.org/resource/Pontiac_Bonneville_Special,Pontiac Bonneville Special,The Pontiac Bonneville Special is a purpose-built concept car unveiled at the General Motors Motorama in 1954 the first 2-seater sports car Pontiac ever produced. Designed by renowned designer Harley J. Earl and hand built by Homer C. LaGassey Jr. and Paul Gilland the Special is an experimental car a two door grand touring sport coupé that incorporated innovative breakthrough styling like an all-plexi canopy with gull-wing panels on a sleek fiberglass body.,NULL,NULL,NULL,NULL,Coupé,http://dbpedia.org/resource/Coup%C3%A9,Sports car,http://dbpedia.org/resource/Sports_car,NULL,NULL,NULL,NULL,Pontiac_Bonneville_Special__%22Special%22-8__1,http://dbpedia.org/resource/Pontiac_Bonneville_Special__%22Special%22-8__1,NULL,1.21923,NULL,NULL,4.02082,General Motors,http://dbpedia.org/resource/General_Motors,NULL,NULL,NULL,NULL,Chevrolet Corvette,http://dbpedia.org/resource/Chevrolet_Corvette,NULL,0002-01-01T00:00:00+02:00,NULL,0002-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,Pontiac Club de Mer,http://dbpedia.org/resource/Pontiac_Club_de_Mer,200px-Bonneville_Special_publicity_photo.JPG,http://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Bonneville_Special_publicity_photo.JPG/200px-Bonneville_Special_publicity_photo.JPG,4-speed automatic,NULL,NULL,NULL,NULL,NULL,2.54003,NULL,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,Bonneville_Special_publicity_photo.JPG,http://upload.wikimedia.org/wikipedia/commons/6/6c/Bonneville_Special_publicity_photo.JPG,{Pontiac Bonneville Special|SO 2026}
http://dbpedia.org/resource/BMW_303,BMW 303,The BMW 303 was a small family saloon produced by BMW in 1933 and 1934. It was the first BMW motor car with a six-cylinder engine and the first BMW motor car with the kidney grille associated with the brand.,{Eisenach|Germany|Thuringia},{http://dbpedia.org/resource/Eisenach|http://dbpedia.org/resource/Germany|http://dbpedia.org/resource/Thuringia},NULL,NULL,{Convertible|Sedan (automobile)},{http://dbpedia.org/resource/Convertible|http://dbpedia.org/resource/Sedan_(automobile)},Compact car,http://dbpedia.org/resource/Compact_car,NULL,NULL,NULL,NULL,{BMW_303__1|BMW_303__2|BMW_303__3|BMW_303__4},{http://dbpedia.org/resource/BMW_303__1|http://dbpedia.org/resource/BMW_303__2|http://dbpedia.org/resource/BMW_303__3|http://dbpedia.org/resource/BMW_303__4},NULL,1.55,Front-engine rear-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_rear-wheel-drive_layout",3.9,BMW,http://dbpedia.org/resource/BMW,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0303-01-01T00:00:00+02:00,NULL,0303-01-01T00:00:00+02:00,BMW 328,http://dbpedia.org/resource/BMW_328,NULL,NULL,BMW 320,http://dbpedia.org/resource/BMW_320,200px-BMW_303_1933_bicolor_vr_TCE.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/BMW_303_1933_bicolor_vr_TCE.jpg/200px-BMW_303_1933_bicolor_vr_TCE.jpg,4-speed manual synchromesh on 3rd and 4th,NULL,NULL,NULL,NULL,820109.0,2.4,1.44,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,BMW_303_1933_bicolor_vr_TCE.jpg,http://upload.wikimedia.org/wikipedia/commons/1/1f/BMW_303_1933_bicolor_vr_TCE.jpg,BMW 303
"http://dbpedia.org/resource/BMW_303__BMW_315/1,_BMW_319/1__1",NULL,NULL,{Eisenach|Germany},{http://dbpedia.org/resource/Eisenach|http://dbpedia.org/resource/Germany},NULL,NULL,Roadster (automobile),http://dbpedia.org/resource/Roadster_(automobile),Sports car,http://dbpedia.org/resource/Sports_car,NULL,NULL,NULL,NULL,{1__1__1|1__1__2|1__1__3},"{http://dbpedia.org/resource/BMW_303__BMW_315/1,_BMW_319/1__1__1|http://dbpedia.org/resource/BMW_303__BMW_315/1,_BMW_319/1__1__2|http://dbpedia.org/resource/BMW_303__BMW_315/1,_BMW_319/1__1__3}",NULL,1.35,Automobile layout,http://dbpedia.org/resource/Automobile_layout,3.8,BMW,http://dbpedia.org/resource/BMW,NULL,NULL,NULL,NULL,15,http://dbpedia.org/resource/BMW_3/15,NULL,0315-01-01T00:00:00+02:00,NULL,0315-01-01T00:00:00+02:00,BMW 328,http://dbpedia.org/resource/BMW_328,NULL,NULL,BMW 328,http://dbpedia.org/resource/BMW_328,NULL,NULL,4-speed manual,BMW 303,http://dbpedia.org/resource/BMW_303,NULL,NULL,750000.0,2.4,1.44,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,BMW 315/1 BMW 319/1
http://dbpedia.org/resource/Suzuki_Cervo__SS40_Cervo__1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{Suzuki_Cervo__SS40_Cervo__1__1|Suzuki_Cervo__SS40_Cervo__1__2|Suzuki_Cervo__SS40_Cervo__1__3},{http://dbpedia.org/resource/Suzuki_Cervo__SS40_Cervo__1__1|http://dbpedia.org/resource/Suzuki_Cervo__SS40_Cervo__1__2|http://dbpedia.org/resource/Suzuki_Cervo__SS40_Cervo__1__3},NULL,1.29,Front-engine front-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_front-wheel-drive_layout",3.195,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0006-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{2-speed automatic|4/5-speed manual},Suzuki Cervo,http://dbpedia.org/resource/Suzuki_Cervo,NULL,NULL,NULL,2.15,1.395,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,SS40 Cervo
http://dbpedia.org/resource/Suzuki_Cervo__CG72V/CH72V__1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.33,Front-engine front-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_front-wheel-drive_layout",3.195,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0005-01-01T00:00:00+02:00,NULL,0002-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Suzuki Cervo,http://dbpedia.org/resource/Suzuki_Cervo,NULL,NULL,590000.0,NULL,1.395,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,Cervo CG72V/CH72V
http://dbpedia.org/resource/Suzuki_Cervo__Mode__1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{Four-wheel drive|Front-engine front-wheel-drive layout},"{http://dbpedia.org/resource/Four-wheel_drive|http://dbpedia.org/resource/Front-engine,_front-wheel-drive_layout}",3.295,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0010-01-01T00:00:00+02:00,NULL,0007-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Suzuki Cervo,http://dbpedia.org/resource/Suzuki_Cervo,NULL,NULL,NULL,NULL,1.395,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,{SS20 Cervo|Suzuki Alto Maruti Zen}
http://dbpedia.org/resource/Peugeot_306,Peugeot 306,The Peugeot 306 is a small family car built by the French car manufacturer Peugeot from 1993 to 2002 replacing the 309. Peugeot gave the 306 many updates and aesthetic changes to keep up the competition but it was replaced by the 307 in 2001. Cabriolet and estate versions continued until 2002. Versions were built in Argentina by Sevel (1996-2002).,NULL,NULL,NULL,NULL,{Convertible|Hatchback|Sedan (automobile)|Station wagon},{http://dbpedia.org/resource/Convertible|http://dbpedia.org/resource/Hatchback|http://dbpedia.org/resource/Sedan_(automobile)|http://dbpedia.org/resource/Station_wagon},Compact car,http://dbpedia.org/resource/Compact_car,Pininfarina,http://dbpedia.org/resource/Pininfarina,Pininfarina,http://dbpedia.org/resource/Pininfarina,NULL,NULL,NULL,NULL,Front-engine front-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_front-wheel-drive_layout",NULL,Peugeot,http://dbpedia.org/resource/Peugeot,NULL,NULL,NULL,NULL,Peugeot 309,http://dbpedia.org/resource/Peugeot_309,NULL,2002-01-01T00:00:00+02:00,NULL,0002-01-01T00:00:00+02:00,{Citroën Xsara|Citroën ZX},{http://dbpedia.org/resource/Citro%C3%ABn_Xsara|http://dbpedia.org/resource/Citro%C3%ABn_ZX},NULL,NULL,Peugeot 307,http://dbpedia.org/resource/Peugeot_307,200px-Peugeot_306_GTI6.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Peugeot_306_GTI6.jpg/200px-Peugeot_306_GTI6.jpg,{4-speed automatic|5-speed manual|6-speed manual},NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,Peugeot_306_GTI6.jpg,http://upload.wikimedia.org/wikipedia/commons/e/e9/Peugeot_306_GTI6.jpg,Peugeot 306
